COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
DAIMAY,1,1,岱美股份,603730,上海市,-,1442,岱美股份,上海市,"Shanghai Daimay Automotive Interior Co., Ltd",岱美股份,2,-,4,20170728,C,   D  F  N          ,制造业,603730,上海岱美汽车内饰件股份有限公司,20170728,310000,-,021-68945881,N,   D  F  N          ,姜银台                        ,-,主板A,Y,-,上市,113673,36,201204,岱美股份,-,IR@daimay.com,汽车制造业,-,否,113673,310000,-,岱美转债,肖传龙,"Shanghai Daimay Automotive Interior Co., Ltd",上海市浦东新区北蔡镇莲溪路1299号,-,岱美转债,上海市浦东新区莲溪路1299号 ,214858.38,0.00,20250902,0.00,-,214858.38,214858.38,0.00,主板A股
XIANHE,1,1,仙鹤股份,603733,浙江省,-,1443,仙鹤股份,浙江省,"XIANHE CO.,LTD.",仙鹤股份,2,-,4,20180420,C,   D  F  N          ,制造业,603733,仙鹤股份有限公司,20180420,330000,-,0570-2833055,N,   D  F  N          ,王敏良                        ,-,主板A,Y,-,上市,"191554,113632",22,324022,仙鹤股份,-,zqb@xianhepaper.com,造纸和纸制品业,-,-,113632,330800,-,"仙鹤转股,鹤21转债",王昱哲,"XIANHE CO.,LTD.",浙江省衢州市衢江区天湖南路69号,-,鹤21转债,浙江省衢州市衢江区天湖南路69号,70679.18,0.00,20250902,0.00,-,70679.18,70679.18,0.00,主板A股
SKSHU,1,1,三棵树,603737,福建省,-,1444,三棵树,福建省,"Skshu Paint Co., Ltd.",三棵树,2,-,4,20160603,C,   D  F  N          ,制造业,603737,三棵树涂料股份有限公司,20160603,350000,-,05942886205,N,   D  F  N          ,洪杰                          ,-,主板A,Y,-,上市,-,26,351100,三棵树,-,zqb@skshu.com.cn,化学原料和化学制品制造业,-,否,-,350300,-,-,米粒,"Skshu Paint Co., Ltd.",福建省莆田市荔城区荔园北大道518号,-,-,福建省莆田市荔城区荔园北大道518号,73781.75,0.00,20250902,0.00,-,73781.75,73781.75,0.00,主板A股
TKD,1,1,泰晶科技,603738,湖北省,-,1445,泰晶科技,湖北省,"TKD Science and Technology Co., Ltd.",泰晶科技,2,-,4,20160928,C,   D  F  N          ,制造业,603738,泰晶科技股份有限公司,20160928,420000,-,0722-3308115,N,   D  F  N          ,喻信东                        ,-,主板A,Y,-,上市,191503,39,441300,泰晶科技,-,sztkd@sztkd.com,计算机、通信和其他电子设备制造业,-,否,-,421300,-,泰晶转股,黄晓辉,"TKD Science and Technology Co., Ltd.",湖北省随州市曾都经济开发区,-,-,湖北省随州市曾都经济开发区交通大道泰晶科技半导体工业园,38932.28,0.00,20250902,0.00,-,38932.28,38932.28,0.00,主板A股
VLAND  BIOTECH,1,1,蔚蓝生物,603739,山东省,-,1446,蔚蓝生物,山东省,Qingdao Vland Biotech Inc.,蔚蓝生物,2,-,4,20190116,C,   D  F  N          ,制造业,603739,青岛蔚蓝生物股份有限公司,20190116,370000,-,0532-88978071,N,   D  F  N          ,黄炳亮                        ,-,主板A,Y,-,上市,-,14,266100,蔚蓝生物,-,vland@vlandgroup.com,食品制造业,-,-,-,370200,-,-,姜勇,Qingdao Vland Biotech Inc.,山东省青岛市城阳区王沙路1318号企业服务中心108室,-,-,山东省青岛市崂山区九水东路596-1号,25302.89,0.00,20250902,0.00,-,25302.89,25302.89,0.00,主板A股
RICHEN,1,1,日辰股份,603755,山东省,-,1447,日辰股份,山东省,"Qingdao Richen Food Co.,Ltd.",日辰股份,2,-,4,20190828,C,   D  F  N          ,制造业,603755,青岛日辰食品股份有限公司,20190828,370000,-,0532-87520886,N,   D  F  N          ,张华君                        ,-,主板A,Y,-,上市,-,14,266200,日辰股份,-,rcspzqb@richen-qd.cn,食品制造业,-,-,-,370200,-,-,张韦,"Qingdao Richen Food Co.,Ltd.",山东省青岛市即墨区青岛环保产业园(即发龙山路20号),-,-,青岛市即墨区青岛环保产业园（即发龙山路20号）,9861.37,0.00,20250902,0.00,-,9861.37,9861.37,0.00,主板A股
DAYUAN PUMP,1,1,大元泵业,603757,浙江省,-,1448,大元泵业,浙江省,"Zhejiang Dayuan Pumps Industry Co., Ltd",大元泵业,2,-,4,20170711,C,   D  F  N          ,制造业,603757,浙江大元泵业股份有限公司,20170711,330000,-,0576-86441299,N,   D  F  N          ,韩元平                        ,-,主板A,Y,-,上市,113664,34,317523,大元泵业,-,dayuan@dayuan.com,通用设备制造业,-,否,113664,331000,-,大元转债,黄霖翔,"Zhejiang Dayuan Pumps Industry Co., Ltd",浙江省台州市温岭市泽国镇西城路689号,-,大元转债,浙江省台州市温岭市泽国镇西城路689号,17019.46,0.00,20250902,0.00,-,17019.46,17019.46,0.00,主板A股
QA,1,1,秦安股份,603758,重庆市,-,1449,秦安股份,重庆市,Chongqing Qin'an M&E PLC.,秦安股份,2,-,4,20170517,C,   D  F  N          ,制造业,603758,重庆秦安机电股份有限公司,20170517,500000,-,19923812993,N,   D  F  N          ,YUANMING TANG                 ,-,主板A,Y,-,上市,-,36,401326,秦安股份,-,zq@qamemc.com,汽车制造业,-,否,-,500000,-,-,许锐,Chongqing Qin'an M&E PLC.,重庆市九龙坡区西彭镇森迪大道8号1栋西彭园区党群服务中心211室,-,-,重庆市九龙坡区西彭镇森迪大道58号,43879.70,0.00,20250902,0.00,-,43879.70,43879.70,0.00,主板A股
"HAITIAN CO.,LTD.",1,1,海天股份,603759,四川省,-,1450,海天股份,四川省,"HAITIAN WATER GROUP CO.,LTD.",海天股份,2,-,4,20210326,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603759,海天水务集团股份公司,20210326,510000,-,028-89115006,N,   D  F  N          ,费俊杰                        ,-,主板A,Y,-,上市,-,46,610000,海天股份,-,ir@haitianshuiwu.com,水的生产和供应业,-,-,-,510100,-,-,刘华,"HAITIAN WATER GROUP CO.,LTD.",中国（四川）自由贸易试验区天府新区兴隆街道湖畔路南段506号,-,-,中国（四川）自由贸易试验区天府新区兴隆街道湖畔路南段506号,46176.00,0.00,20250902,0.00,-,46176.00,46176.00,0.00,主板A股
LONCIN,1,1,隆鑫通用,603766,重庆市,-,1451,隆鑫通用,重庆市,"Loncin Motor Co., Ltd.",隆鑫通用,2,-,4,20120810,C,   D  F  N          ,制造业,603766,隆鑫通用动力股份有限公司,20120810,500000,-,02389028829,N,   D  F  N          ,李耀                          ,-,主板A,Y,-,上市,-,37,400060,隆鑫通用,否,security@loncinindustries.com,铁路、船舶、航空航天和其他运输设备制造业,-,否,-,500000,-,-,叶珂伽,"Loncin Motor Co., Ltd.",重庆市九龙坡区九龙园区华龙大道99号,-,-,重庆市南岸区大石二支路隆鑫工业园隆鑫通用A区,205354.19,0.00,20250902,0.00,-,205354.19,205354.19,0.00,主板A股
"ZZMTCO., LTD.",1,1,中马传动,603767,浙江省,-,1452,中马传动,浙江省,"Zhejiang Zomax Transmission Co.,Ltd.",中马传动,2,-,4,20170613,C,   D  F  N          ,制造业,603767,浙江中马传动股份有限公司,20170613,330000,-,0576-86146525,N,   D  F  N          ,梁小瑞                        ,-,主板A,Y,-,上市,-,36,317513,中马传动,-,info@zomaxcd.com,汽车制造业,-,否,-,331000,-,-,林常春,"Zhejiang Zomax Transmission Co.,Ltd.",浙江省台州市温岭市石塘镇上马工业区经一路1号,-,-,浙江省温岭市石塘镇上马工业区经一路1号,30863.15,0.00,20250902,0.00,-,30863.15,30863.15,0.00,主板A股
CHANGQING,1,1,常青股份,603768,安徽省,-,1453,常青股份,安徽省,Changqing Machinery Company Limited,常青股份,2,-,4,20170324,C,   D  F  N          ,制造业,603768,合肥常青机械股份有限公司,20170324,340000,-,0551-63475077,N,   D  F  N          ,吴应宏                        ,-,主板A,Y,-,上市,-,36,230011,常青股份,-,zhengquanbu@hfcqjx.com,汽车制造业,-,否,-,340100,-,-,宋方明,Changqing Machinery Company Limited,安徽省合肥市东油路18号,-,-,安徽省合肥市东油路18号,23795.59,0.00,20250902,0.00,-,23795.59,23795.59,0.00,主板A股
WG TECH,1,1,沃格光电,603773,江西省,-,1454,沃格光电,江西省,"WG TECH (JIANGXI) GROUP CO.,LTD.",沃格光电,2,-,4,20180417,C,   D  F  N          ,制造业,603773,江西沃格光电集团股份有限公司,20180417,360000,-,0769-22893773,N,   D  F  N          ,易伟华                        ,-,主板A,Y,-,上市,-,39,338004,沃格光电,-,mail@wgtechjx.com,计算机、通信和其他电子设备制造业,-,-,-,360500,-,-,胡芳芳,"WG TECH (JIANGXI) GROUP CO.,LTD.",江西省新余市高新技术产业开发区西城大道沃格工业园,-,-,江西省新余高新技术产业开发区西城大道沃格工业园,22444.08,1933.67,20250902,0.00,-,20510.42,20510.42,0.00,主板A股
YOUON,1,1,永安行,603776,江苏省,-,1455,永安行,江苏省,"Youon Technology Co.,Ltd",永安行,2,-,4,20170817,I,   D  F  N          ,信息传输、软件和信息技术服务业,603776,永安行科技股份有限公司,20170817,320000,-,0519-81282003,N,   D  F  N          ,孙继胜                        ,-,主板A,Y,-,上市,113609,65,213022,永安行,-,eversafe@ibike668.com,软件和信息技术服务业,-,否,-,320400,-,永安转债,徐晓霞,"Youon Technology Co.,Ltd",江苏省常州市新北区汉江路399号,-,-,常州市新北区汉江路399号,28076.06,0.00,20250902,0.00,-,28076.06,28076.06,0.00,主板A股
LYFEN,1,1,来伊份,603777,上海市,-,1456,来伊份,上海市,"Shanghai Laiyifen Co.,Ltd",来伊份,2,-,4,20161012,F,   D  F  N          ,批发和零售业,603777,上海来伊份股份有限公司,20161012,310000,-,021-51760952,N,   D  F  N          ,郁瑞芬                        ,-,主板A,Y,-,上市,-,52,201615,来伊份,否,corporate@laiyifen.com,零售业,-,否,-,310000,-,-,林云,"Shanghai Laiyifen Co.,Ltd",上海市松江区九亭镇久富路300号,-,-,上海市徐汇区古宜路90号来伊份管理总部,33442.42,0.00,20250902,0.00,-,33442.42,33442.42,0.00,主板A股
GRAND SUNERGY TECH,1,1,国晟科技,603778,北京市,-,1457,国晟科技,北京市,"GRAND SUNERGY TECH CO.,LTD.",国晟科技,2,-,4,20151231,C,   D  F  N          ,制造业,603778,国晟世安科技股份有限公司,20151231,110000,-,010-88862070-201,N,   D  F  N          ,吴君                          ,-,主板A,Y,-,上市,-,38,100093,国晟科技,-,dongshiban@grandsunergytech.com,电气机械和器材制造业,-,否,-,110000,-,-,张昆,"GRAND SUNERGY TECH CO.,LTD.",北京市海淀区门头馨园路1号,-,-,北京市海淀区门头馨园路1号 ,65664.21,1378.50,20250902,0.00,-,64285.71,64285.71,0.00,主板A股
WLGF,1,1,威龙股份,603779,山东省,-,1458,威龙股份,山东省,"WEILONG GRAPE WINE CO., Ltd",威龙股份,2,-,4,20160516,C,   D  F  N          ,制造业,603779,威龙葡萄酒股份有限公司,20160516,370000,-,05353616259,N,   D  F  N          ,朱秋红                        ,-,主板A,Y,-,上市,-,15,265701,威龙股份,-,wljiang@weilong.com,酒、饮料和精制茶制造业,-,否,-,370600,-,-,刘玉磊,"WEILONG GRAPE WINE CO., Ltd",山东省烟台市龙口市芦头镇威龙大道567号,-,-,山东省龙口市威龙大道南首路西,33208.28,0.00,20250902,0.00,-,33208.28,33208.28,0.00,主板A股
KEBODA,1,1,科博达,603786,上海市,-,1459,科博达,上海市,"Keboda Technology Co., Ltd.",科博达,2,-,4,20191015,C,   D  F  N          ,制造业,603786,科博达技术股份有限公司,20191015,310000,-,021-60978935,N,   D  F  N          ,柯桂华                        ,-,主板A,Y,-,上市,-,36,201203,科博达,-,keboda@keboda.com,汽车制造业,-,-,-,310000,-,-,赵泽元,"Keboda Technology Co., Ltd.",中国(上海)自由贸易试验区祖冲之路2388号1-2幢,-,-,中国（上海）自由贸易试验区祖冲之路2388号,40385.67,0.00,20250902,0.00,-,40385.67,40385.67,0.00,主板A股
XINRI E-VEHICLE,1,1,新日股份,603787,江苏省,-,1460,新日股份,江苏省,"Jiangsu Xinri E-Vehicle Co., Ltd.",新日股份,2,-,4,20170427,C,   D  F  N          ,制造业,603787,江苏新日电动车股份有限公司,20170427,320000,-,0510-88109915,N,   D  F  N          ,张崇舜                        ,-,主板A,Y,-,上市,-,37,214106,新日股份,-,dongshihui@xinri.com,铁路、船舶、航空航天和其他运输设备制造业,-,否,-,320200,-,-,王晨阳,"Jiangsu Xinri E-Vehicle Co., Ltd.",江苏省无锡市锡山区锡山大道501号,-,-,江苏省无锡市锡山区锡山大道501号,23014.38,0.00,20250902,0.00,-,23014.38,23014.38,0.00,主板A股
NBGF,1,1,宁波高发,603788,浙江省,-,1461,宁波高发,浙江省,"Ningbo Gaofa Automotive Control System Co.,Ltd",宁波高发,2,-,4,20150120,C,   D  F  N          ,制造业,603788,宁波高发汽车控制系统股份有限公司,20150120,330000,-,0574-88169136,N,   D  F  N          ,钱高法                        ,-,主板A,Y,-,上市,-,36,315105,宁波高发,-,nbgaofa@163.com,汽车制造业,-,否,-,330200,-,-,彭丽娜,"Ningbo Gaofa Automotive Control System Co.,Ltd",浙江省宁波市鄞州投资创业中心(下应北路717号),-,-,宁波市鄞州区下应北路717号,22306.51,0.00,20250902,0.00,-,22306.51,22306.51,0.00,主板A股
TAM,1,1,*ST星农,603789,浙江省,-,1462,*ST星农,浙江省,"Thinker Agricultural Machinery Co., Ltd.",*ST星农,7,-,8,20150427,C,   S  F  N          ,制造业,603789,星光农机股份有限公司,20150427,330000,-,0572-3966768,N,   S  F  N          ,郑斌                          ,-,主板A,Y,-,风险警示,-,35,313017,*ST星农,-,603789@xg1688.cn,专用设备制造业,-,否,-,330500,-,-,王黎明,"Thinker Agricultural Machinery Co., Ltd.",浙江省湖州市和孚镇星光大街1699号,-,-,浙江省湖州市和孚镇星光大街1699号,27045.14,1045.14,20250902,0.00,-,26000.00,26000.00,0.00,主板A股
ARGUS,1,1,雅运股份,603790,上海市,-,1463,雅运股份,上海市,"Argus (Shanghai) Textile Chemicals Co.,Ltd.",雅运股份,2,-,4,20180912,C,   D  F  N          ,制造业,603790,上海雅运纺织化工股份有限公司,20180912,310000,-,69136448,N,   D  F  N          ,谢兵                          ,-,主板A,Y,-,上市,-,26,201803,雅运股份,-,ir@argus.net.cn,化学原料和化学制品制造业,-,-,-,310000,-,-,杨勤海,"Argus (Shanghai) Textile Chemicals Co.,Ltd.",上海市徐汇区银都路388号16幢275-278室,-,-,上海市嘉定区鹤友路198号,19136.00,0.00,20250902,0.00,-,19136.00,19136.00,0.00,主板A股
LIANTAI ENVIRONMENTAL PROTECTION(LTEP),1,1,联泰环保,603797,广东省,-,1464,联泰环保,广东省,"Guangdong Liantai Environmental Protection Co.,Ltd.",联泰环保,2,-,4,20170413,N,   D  F  N          ,水利、环境和公共设施管理业,603797,广东联泰环保股份有限公司,20170413,440000,-,0754-89650738,N,   D  F  N          ,黄建勲                        ,-,主板A,Y,-,上市,113526,77,515041,联泰环保,-,ltep@lt-hbgf.com,生态保护和环境治理业,-,否,113526,440500,-,联泰转债,李启亮,"Guangdong Liantai Environmental Protection Co.,Ltd.",广东省汕头市中山东路黄厝围龙珠水质净化厂,-,联泰转债,广东省汕头市中山东路黄厝围龙珠水质净化厂 ,58449.06,0.00,20250902,0.00,-,58449.06,58449.06,0.00,主板A股
COPTON,1,1,康普顿,603798,山东省,-,1465,康普顿,山东省,Qingdao Copton Technology Company Limited,康普顿,2,-,4,20160406,C,   D  F  N          ,制造业,603798,青岛康普顿科技股份有限公司,20160406,370000,-,0532-58818668,N,   D  F  N          ,朱振华                        ,-,主板A,Y,-,上市,-,25,266101,康普顿,-,zhengquan@copton.com.cn,石油、煤炭及其他燃料加工业,-,否,-,370200,-,-,王黎明,Qingdao Copton Technology Company Limited,山东省青岛市崂山区深圳路18号,-,-,山东省青岛市崂山区深圳路18号,25644.97,0.00,20250902,0.00,-,25644.97,25644.97,0.00,主板A股
HUAYOU COBALT,1,1,华友钴业,603799,浙江省,-,1466,华友钴业,浙江省,"Zhejiang Huayou Cobalt Co., Ltd",华友钴业,2,-,4,20150129,C,   D  F  N          ,制造业,603799,浙江华友钴业股份有限公司,20150129,330000,-,0573-88589981,N,   D  F  N          ,陈雪华                        ,-,主板A,Y,-,上市,113641,32,314500,华友钴业,是,information@huayou.com,有色金属冶炼和压延加工业,-,否,113641,330400,-,华友转债,李瑞,"Zhejiang Huayou Cobalt Co., Ltd",浙江省嘉兴市桐乡市经济开发区二期梧振东路18号,-,华友转债,浙江省桐乡经济开发区二期梧振东路18号,176459.86,1519.34,20250902,0.00,-,174940.52,174940.52,0.00,主板A股
HONGTIAN,1,1,洪田股份,603800,江苏省,-,1467,洪田股份,江苏省,"JIANGSU HONGTIAN TECHNOLOGY CO.,LTD.",洪田股份,2,-,4,20151210,C,   D  F  N          ,制造业,603800,江苏洪田科技股份有限公司,20151210,320000,-,0512-66732011,N,   D  F  N          ,赵伟斌                        ,-,主板A,Y,-,上市,-,35,215133,洪田股份,-,qian_aihong@douson.cn,专用设备制造业,-,否,-,320500,-,-,朱开星,"JIANGSU HONGTIAN TECHNOLOGY CO.,LTD.",江苏省苏州市相城区高铁新城青龙港路60号港口大厦12层1211室,-,-,苏州市相城区高铁新城青龙港路 60 港口大厦12 层1211室,20800.00,0.00,20250902,0.00,-,20800.00,20800.00,0.00,主板A股
ZBOM,1,1,志邦家居,603801,安徽省,-,1468,志邦家居,安徽省,"Zbom Home Collection Co.,Ltd",志邦家居,2,-,4,20170630,C,   D  F  N          ,制造业,603801,志邦家居股份有限公司,20170630,340000,-,0551-67186564,N,   D  F  N          ,孙志勇                        ,-,主板A,Y,-,上市,-,21,230041,志邦家居,-,zbom@zbom.com,家具制造业,-,否,113693,340100,-,-,孙娟,"Zbom Home Collection Co.,Ltd",安徽省合肥市庐阳工业区连水路19号,-,志邦转债,安徽省合肥市庐阳工业区连水路19号,43434.98,0.00,20250902,0.00,-,43434.98,43434.98,0.00,主板A股
RAISECOM,1,1,瑞斯康达,603803,北京市,-,1469,瑞斯康达,北京市,"Raisecom Technology Co., Ltd.",瑞斯康达,2,-,4,20170420,C,   D  F  N          ,制造业,603803,瑞斯康达科技发展股份有限公司,20170420,110000,-,010-82884499-3636,N,   D  F  N          ,李月杰                        ,-,主板A,Y,-,上市,-,39,100094,瑞斯康达,-,zhengquanbu@raisecom.com,计算机、通信和其他电子设备制造业,-,否,-,110000,-,-,尹松涛,"Raisecom Technology Co., Ltd.",北京市海淀区西北旺东路10号院东区11号楼一至五层,-,-,北京市海淀区西北旺东路10号院东区11号楼瑞斯康达大厦,42488.36,0.00,20250902,0.00,-,42488.36,42488.36,0.00,主板A股
FIRST,1,1,福斯特,603806,浙江省,-,1470,福斯特,浙江省,"Hangzhou First Applied Material Co., Ltd.",福斯特,2,-,4,20140905,C,   D  F  N          ,制造业,603806,杭州福斯特应用材料股份有限公司,20140905,330000,-,0571-61076968,N,   D  F  N          ,林建华                        ,-,主板A,Y,-,上市,"191551,113611,113661",29,311300,福斯特,否,fst-zqb@firstpvm.com,橡胶和塑料制品业,-,否,113661,330100,-,"福特转股,福20转债,福22转债",章樱,"Hangzhou First Applied Material Co., Ltd.",浙江省杭州市临安区锦北街道福斯特街8号,-,福22转债,浙江省杭州市临安区锦北街道福斯特街8号,260873.68,0.00,20250902,0.00,-,260873.68,260873.68,0.00,主板A股
ELLASSAY,1,1,歌力思,603808,广东省,-,1471,歌力思,广东省,"Shenzhen Ellassay Fashion Co., Ltd.",歌力思,2,-,4,20150422,C,   D  F  N          ,制造业,603808,深圳歌力思服饰股份有限公司,20150422,440000,-,0755-83438860,N,   D  F  N          ,夏国新                        ,-,主板A,Y,-,上市,-,18,518048,歌力思,-,zqfw@ellassay.com,纺织服装、服饰业,-,否,-,440300,-,-,王薇,"Shenzhen Ellassay Fashion Co., Ltd.",广东省深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座1201,-,-,深圳市福田区车公庙天安创新科技广场A栋19楼,36909.29,0.00,20250902,0.00,-,36909.29,36909.29,0.00,主板A股
